1622987100000,35769.15000000,35804.16000000,35550.00000000,35639.03000000,840.27209700,1622987999999,29935337.65181403,15151,381.87380800,13604470.25999827,0
1622988000000,35639.03000000,35710.34000000,35450.00000000,35600.47000000,1172.86407900,1622988899999,41722689.78736846,17349,598.87390400,21311356.97964647,0
1622988900000,35600.47000000,35729.89000000,35546.18000000,35719.73000000,391.54906200,1622989799999,13950155.43783777,9875,209.94038900,7479674.44340224,0
1622989800000,35720.16000000,35814.68000000,35634.76000000,35782.41000000,430.00597600,1622990699999,15360389.87211853,8457,245.71085400,8778023.71974646,0
1622990700000,35782.41000000,36218.00000000,35759.96000000,36111.03000000,1150.05056500,1622991599999,41441198.09230156,21113,663.69517200,23923199.98329367,0
1622991600000,36111.03000000,36429.28000000,36053.00000000,36229.00000000,1216.04014500,1622992499999,44087945.26138634,23011,694.25885900,25174658.87472495,0
1622992500000,36229.00000000,36234.50000000,36134.63000000,36152.12000000,460.30319800,1622993399999,16652416.82994381,9662,273.25888400,9885550.12833513,0
1622993400000,36152.11000000,36200.00000000,36074.78000000,36079.99000000,309.10685500,1622994299999,11166693.75932922,8233,149.25713700,5391814.53086138,0
1622994300000,36079.99000000,36225.00000000,36070.19000000,36157.47000000,338.07306500,1622995199999,12220277.99137361,8195,178.24407100,6442831.11848209,0
1622995200000,36157.47000000,36317.81000000,36112.51000000,36254.34000000,530.46184600,1622996099999,19219546.22688726,14175,260.78884600,9448525.57971019,0
1622996100000,36250.92000000,36254.35000000,36114.39000000,36183.20000000,335.43667000,1622996999999,12132258.89509542,8918,161.25613200,5832887.82716643,0
1622997000000,36183.53000000,36299.00000000,36160.56000000,36255.77000000,446.23072600,1622997899999,16163938.75844569,9747,240.81414700,8722001.19161917,0
1622997900000,36255.77000000,36293.76000000,36173.00000000,36224.57000000,388.12687400,1622998799999,14058719.30364528,10514,210.09378500,7610349.51270763,0
1622998800000,36224.65000000,36227.11000000,36109.00000000,36173.67000000,551.31042700,1622999699999,19938761.65818248,13810,280.09506400,10129408.24136599,0
1622999700000,36171.51000000,36205.66000000,36001.15000000,36042.95000000,534.62915900,1623000599999,19300239.06086502,13275,257.79690700,9307214.26484760,0
1623000600000,36042.96000000,36129.75000000,36021.48000000,36030.00000000,349.86841400,1623001499999,12622637.94163553,9390,165.03526100,5954943.77763989,0
1623001500000,36030.01000000,36064.30000000,35907.17000000,36031.27000000,548.75806700,1623002399999,19752118.95798770,11667,258.71537700,9312840.09198287,0
1623002400000,36031.27000000,36038.27000000,35926.24000000,35983.90000000,319.19596800,1623003299999,11486614.50917030,9459,149.41327400,5377504.16289335,0
1623003300000,35983.89000000,35984.93000000,35836.00000000,35895.77000000,533.66298500,1623004199999,19164526.63007473,11632,247.56556200,8890127.49342136,0
1623004200000,35895.77000000,36000.00000000,35830.07000000,35886.39000000,405.70669400,1623005099999,14566184.88341810,10635,205.27449700,7371779.92462064,0
1623005100000,35886.39000000,35948.15000000,35845.00000000,35890.00000000,304.38447300,1623005999999,10923046.46731456,7579,123.84425200,4444052.56689894,0
1623006000000,35889.99000000,35889.99000000,35805.00000000,35812.47000000,313.80323800,1623006899999,11245701.85573516,7780,155.18212400,5561293.21132657,0
1623006900000,35812.46000000,35882.07000000,35705.00000000,35841.74000000,428.13018700,1623007799999,15332993.50687296,9234,222.11054200,7955359.64600573,0
1623007800000,35841.75000000,35841.75000000,35733.42000000,35750.42000000,415.26270900,1623008699999,14854827.20704916,6957,195.24534100,6983787.17096641,0
1623008700000,35750.42000000,35781.75000000,35708.41000000,35747.15000000,252.62883000,1623009599999,9031049.01911926,6030,128.80713100,4604777.92498698,0
1623009600000,35747.14000000,35843.89000000,35581.72000000,35682.84000000,839.11766200,1623010499999,29967249.71488324,13410,376.81053000,13458475.28775079,0
1623010500000,35683.02000000,35899.90000000,35636.86000000,35847.86000000,469.02560700,1623011399999,16787724.58169364,9493,272.13181600,9741246.07188645,0
1623011400000,35847.87000000,35847.90000000,35766.33000000,35806.12000000,326.46423800,1623012299999,11688833.59305252,8599,155.48001000,5566685.25035998,0
1623012300000,35806.14000000,35995.28000000,35785.78000000,35971.67000000,581.33296500,1623013199999,20857587.35136683,12719,355.25406700,12746630.20372931,0
1623013200000,35971.67000000,35971.68000000,35860.00000000,35866.00000000,402.86927000,1623014099999,14462553.14047976,9231,154.24553600,5536544.37574520,0
1623014100000,35866.00000000,35984.71000000,35860.01000000,35943.93000000,428.43892900,1623014999999,15395585.54309187,9591,229.21793700,8236568.46447910,0
1623015000000,35943.95000000,35984.70000000,35878.53000000,35939.80000000,293.04102600,1623015899999,10531687.62552518,8902,151.43394200,5442524.67047621,0
1623015900000,35940.47000000,35974.99000000,35873.57000000,35938.61000000,296.53541400,1623016799999,10655290.81459642,7703,130.19543400,4679073.83194715,0
1623016800000,35938.61000000,35950.00000000,35762.90000000,35800.00000000,368.52674800,1623017699999,13216702.93988829,8381,167.01256000,5989877.10053130,0
1623017700000,35800.00000000,35800.00000000,35471.28000000,35556.24000000,918.68002500,1623018599999,32676310.15694490,17539,384.95939500,13692907.48694866,0
1623018600000,35554.21000000,35554.21000000,35222.00000000,35323.65000000,1172.83325000,1623019499999,41462282.58594009,21150,497.83654300,17592808.29191994,0
1623019500000,35323.65000000,35581.72000000,35249.47000000,35554.86000000,854.70692400,1623020399999,30306037.00997512,12722,490.88955300,17406081.90550502,0
1623020400000,35557.11000000,35729.61000000,35488.00000000,35674.52000000,699.21636800,1623021299999,24890614.20505419,11378,322.95799100,11498004.34474686,0
